"county","precinct","year","State House DEM","State Senate DEM","US House DEM"
"Salt Lake","SJD026",2016,314,335,393
"Salt Lake","SJD026",2018,334,,449
"Salt Lake","SJD027",2016,,383,440
"Salt Lake","SJD027",2018,,,518
"Salt Lake","SJD028",2016,300,323,354
"Salt Lake","SJD028",2018,237,,286
"Salt Lake","SJD029",2016,195,193,237
"Salt Lake","SJD029",2018,231,,266
"Salt Lake","SJD030",2016,317,361,377
"Salt Lake","SJD030",2018,262,,334
"Salt Lake","SJD031",2016,152,164,201
"Salt Lake","SJD031",2018,219,,302
"Salt Lake","SJD032",2016,314,358,423
"Salt Lake","SJD032",2018,343,,417
"Salt Lake","SJD033",2016,208,247,293
"Salt Lake","SJD033",2018,300,,405
"Salt Lake","SJD034",2016,128,144,168
"Salt Lake","SJD034",2018,129,,191
"Salt Lake","SJD035",2018,,,436
"Salt Lake","SJD036",2016,87,100,120
"Salt Lake","SJD036",2018,139,,212
"Salt Lake","SJD037",2016,92,93,123
"Salt Lake","SJD037",2018,127,,165
"Salt Lake","SJD038",2016,217,233,278
"Salt Lake","SJD038",2018,244,,315
"Salt Lake","SJD039",2016,30,,33
"Salt Lake","SJD039",2018,25,27,32
"Salt Lake","SJD040",2016,143,179,220
"Salt Lake","SJD040",2018,205,,276
"Salt Lake","SJD041",2016,160,202,211
"Salt Lake","SJD041",2018,204,,276
"Salt Lake","SJD042",2016,242,273,264
"Salt Lake","SJD042",2018,271,,333
"Salt Lake","SJD045",2016,132,150,167
"Salt Lake","SJD045",2018,173,,210
"Salt Lake","SJD046",2016,37,47,61
"Salt Lake","SJD046",2018,56,,67
"Salt Lake","SJD047",2016,82,104,102
"Salt Lake","SJD047",2018,159,,224
"Salt Lake","SJD048",2016,41,50,53
"Salt Lake","SJD049",2016,60,75,88
"Salt Lake","SJD049",2018,66,,97
"Salt Lake","SJD050",2016,58,65,93
"Salt Lake","SJD050",2018,74,,100
"Salt Lake","SLC146",2016,205,,209
"Salt Lake","SLC146",2018,237,234,260
"Salt Lake","SLC148",2016,304,,316
"Salt Lake","SLC148",2018,356,377,399
"Salt Lake","SLC149",2016,602,,641
"Salt Lake","SLC149",2018,619,633,653
"Salt Lake","SLC150",2016,12,,14
"Salt Lake","SLC150",2018,12,15,16
"Salt Lake","SLC151",2016,500,,515
"Salt Lake","SLC151",2018,609,626,646
"Salt Lake","SLC152",2016,487,,511
"Salt Lake","SLC152",2018,540,555,569
"Salt Lake","SLC156",2016,405,,425
"Salt Lake","SLC156",2018,472,471,499
"Salt Lake","SLC158",2016,314,,324
"Salt Lake","SLC158",2018,379,394,424
"Salt Lake","SLC159",2016,326,,350
"Salt Lake","SLC159",2018,392,422,440
"Salt Lake","SLC160",2016,515,,528
"Salt Lake","SLC160",2018,557,584,623
"Salt Lake","SLC167",2016,568,,439
"Salt Lake","SLC167",2018,510,496,515
"Salt Lake","SSL001",2016,107,,106
"Salt Lake","SSL001",2018,130,150,146
"Salt Lake","SSL002",2016,255,,215
"Salt Lake","SSL002",2018,271,260,289
"Salt Lake","SSL003",2016,34,,37
"Salt Lake","SSL003",2018,30,33,30
"Salt Lake","SSL004",2016,313,,351
"Salt Lake","SSL004",2018,348,392,412
"Salt Lake","SSL005",2016,288,,315
"Salt Lake","SSL005",2018,355,377,407
"Salt Lake","SSL006",2016,451,,469
"Salt Lake","SSL006",2018,507,527,586
"Salt Lake","SSL007",2016,494,,544
"Salt Lake","SSL007",2018,523,576,629
"Salt Lake","SSL008",2016,274,,288
"Salt Lake","SSL008",2018,297,342,353
"Salt Lake","SSL009",2016,183,,201
"Salt Lake","SSL009",2018,216,245,269
"Salt Lake","SSL010",2016,241,,261
"Salt Lake","SSL010",2018,306,340,353
"Salt Lake","SSL011",2016,309,,325
"Salt Lake","SSL011",2018,345,378,399
"Salt Lake","SSL012",2016,162,,158
"Salt Lake","SSL012",2018,153,164,179
"Salt Lake","SSL014",2016,586,,629
"Salt Lake","SSL014",2018,633,673,741
"Salt Lake","SWT001",2016,132,,143
"Salt Lake","SWT001",2018,147,,172
"Salt Lake","SWT002",2016,5,4,3
"Salt Lake","SWT002",2018,0,,0
"Salt Lake","TAY001",2016,489,,496
"Salt Lake","TAY001",2018,520,561,535
"Salt Lake","TAY002",2016,278,,287
"Salt Lake","TAY002",2018,330,358,330
"Salt Lake","TAY004",2016,362,,341
"Salt Lake","TAY004",2018,392,438,414
"Salt Lake","TAY007",2016,340,,347
"Salt Lake","TAY007",2018,325,423,365
"Salt Lake","TAY008",2016,525,,501
"Salt Lake","TAY008",2018,554,616,578
"Salt Lake","TAY009",2016,20,,15
"Salt Lake","TAY010",2016,212,,190
"Salt Lake","TAY010",2018,199,214,201
"Salt Lake","TAY011",2016,423,,405
"Salt Lake","TAY011",2018,413,424,406
"Salt Lake","TAY012",2016,211,,191
"Salt Lake","TAY012",2018,225,236,239
"Salt Lake","TAY013",2016,129,,127
"Salt Lake","TAY013",2018,145,188,190
"Salt Lake","TAY014",2016,288,260,321
"Salt Lake","TAY014",2018,298,,399
"Salt Lake","TAY015",2016,267,246,321
"Salt Lake","TAY015",2018,257,,360
"Salt Lake","TAY016",2016,287,279,360
"Salt Lake","TAY016",2018,301,,413
"Salt Lake","TAY017",2016,195,180,231
"Salt Lake","TAY017",2018,166,,247
"Salt Lake","TAY020",2016,340,277,322
"Salt Lake","TAY020",2018,309,,406
"Salt Lake","TAY021",2016,320,245,318
"Salt Lake","TAY021",2018,333,,351
"Salt Lake","TAY022",2016,119,98,115
"Salt Lake","TAY022",2018,150,,159
"Salt Lake","TAY023",2016,297,244,289
"Salt Lake","TAY023",2018,323,,334
"Salt Lake","TAY024",2016,301,242,276
"Salt Lake","TAY024",2018,301,,312
"Salt Lake","TAY025",2016,264,,235
"Salt Lake","TAY025",2018,253,282,241
"Salt Lake","TAY026",2016,181,182,216
"Salt Lake","TAY026",2018,182,,244
"Salt Lake","TAY027",2016,196,188,252
"Salt Lake","TAY027",2018,224,,289
"Salt Lake","TAY028",2016,229,202,257
"Salt Lake","TAY028",2018,248,,306
"Salt Lake","TAY029",2016,15,15,16
"Salt Lake","TAY029",2018,14,,18
"Salt Lake","TAY030",2016,223,211,274
"Salt Lake","TAY030",2018,239,,308
"Salt Lake","TAY031",2016,243,221,256
"Salt Lake","TAY031",2018,210,,270
"Salt Lake","TAY032",2016,226,195,260
"Salt Lake","TAY032",2018,200,,266
"Salt Lake","TAY033",2016,182,,211
"Salt Lake","TAY033",2018,196,219,254
"Salt Lake","TAY034",2016,257,234,280
"Salt Lake","TAY034",2018,249,,311
"Salt Lake","TAY035",2016,279,263,332
"Salt Lake","TAY035",2018,281,,367
"Salt Lake","TAY036",2016,185,154,201
"Salt Lake","TAY036",2018,158,,213
"Salt Lake","TAY037",2016,270,217,253
"Salt Lake","TAY037",2018,279,,294
"Salt Lake","TAY038",2016,266,208,245
"Salt Lake","TAY038",2018,318,,313
"Salt Lake","TAY039",2016,221,188,250
"Salt Lake","TAY039",2018,225,,294
"Salt Lake","TAY040",2016,249,208,294
"Salt Lake","TAY040",2018,239,,320
"Salt Lake","TAY041",2016,216,165,217
"Salt Lake","TAY041",2018,240,,251
"Salt Lake","TAY042",2016,210,201,253
"Salt Lake","TAY042",2018,237,,305
"Salt Lake","TAY043",2016,227,207,224
"Salt Lake","TAY043",2018,291,,286
"Salt Lake","TAY044",2016,3,,3
"Salt Lake","TAY044",2018,3,3,3
"Salt Lake","TAY045",2016,159,146,189
"Salt Lake","TAY045",2018,156,,211
"Salt Lake","TAY046",2016,18,17,18
"Salt Lake","TAY047",2016,7,5,5
"Salt Lake","WBN001",2016,226,223,268
"Salt Lake","WBN001",2018,275,,370
"Salt Lake","WBN003",2016,,9,8
"Salt Lake","WBN003",2018,,,7
"Salt Lake","WBN005",2016,31,,39
"Salt Lake","WBN005",2018,33,39,42
"Salt Lake","WJD001",2016,234,,262
"Salt Lake","WJD001",2018,285,274,332
"Salt Lake","WJD002",2016,0,,0
"Salt Lake","WJD002",2018,0,0,0
"Salt Lake","WJD003",2016,273,,288
"Salt Lake","WJD003",2018,300,292,356
"Salt Lake","WJD004",2016,43,,51
"Salt Lake","WJD004",2018,48,46,53
"Salt Lake","WJD005",2016,164,155,184
"Salt Lake","WJD005",2018,217,,234
"Salt Lake","WJD006",2016,51,,66
"Salt Lake","WJD006",2018,54,56,69
"Salt Lake","WJD007",2016,206,,256
"Salt Lake","WJD007",2018,230,243,307
"Salt Lake","WJD008",2016,166,,192
"Salt Lake","WJD008",2018,153,162,210
"Salt Lake","WJD009",2016,291,,333
"Salt Lake","WJD009",2018,303,311,385
"Salt Lake","WJD011",2016,189,176,206
"Salt Lake","WJD011",2018,188,,232
"Salt Lake","WJD012",2016,232,224,291
"Salt Lake","WJD012",2018,321,,379
"Salt Lake","WJD013",2016,304,292,363
"Salt Lake","WJD013",2018,340,,381
"Salt Lake","WJD014",2016,0,0,0
"Salt Lake","WJD014",2018,0,,0
"Salt Lake","WJD015",2016,271,273,301
"Salt Lake","WJD015",2018,326,,390
"Salt Lake","WJD017",2016,,274,317
"Salt Lake","WJD017",2018,,,574
"Salt Lake","WJD018",2016,,,183
"Salt Lake","WJD018",2018,,159,211
"Salt Lake","WJD019",2016,57,66,72
"Salt Lake","WJD019",2018,58,,74
"Salt Lake","WJD020",2016,,,261
"Salt Lake","WJD020",2018,,243,288
"Salt Lake","WJD021",2016,192,,257
"Salt Lake","WJD021",2018,240,262,319
"Salt Lake","WJD022",2016,312,,347
"Salt Lake","WJD022",2018,352,333,427
"Salt Lake","WJD023",2016,199,203,245
"Salt Lake","WJD023",2018,234,,266
"Salt Lake","WJD024",2016,206,192,230
"Salt Lake","WJD024",2018,253,,302
"Salt Lake","WJD025",2016,215,199,267
"Salt Lake","WJD025",2018,239,,293
"Salt Lake","WJD027",2016,190,192,246
"Salt Lake","WJD027",2018,207,,251
"Salt Lake","WJD028",2016,204,200,248
"Salt Lake","WJD028",2018,239,,274
"Salt Lake","WJD030",2016,200,192,258
"Salt Lake","WJD030",2018,274,,309
"Salt Lake","WJD031",2016,371,361,414
"Salt Lake","WJD031",2018,385,,476
"Salt Lake","WJD032",2016,302,296,380
"Salt Lake","WJD032",2018,369,,425
"Salt Lake","WJD033",2016,338,309,355
"Salt Lake","WJD033",2018,348,,400
"Salt Lake","WJD034",2016,,238,256
"Salt Lake","WJD034",2018,,,360
"Salt Lake","WJD035",2016,,236,277
"Salt Lake","WJD035",2018,,,320
"Salt Lake","WJD036",2016,,164,207
"Salt Lake","WJD036",2018,,,286
"Salt Lake","WJD037",2016,,195,226
"Salt Lake","WJD037",2018,,,370
"Salt Lake","WJD038",2016,,136,153
"Salt Lake","WJD038",2018,,,182
"Salt Lake","WJD039",2016,,306,378
"Salt Lake","WJD039",2018,,,422
"Salt Lake","WJD040",2016,,178,227
"Salt Lake","WJD040",2018,,,269
"Salt Lake","WJD042",2016,,191,225
"Salt Lake","WJD042",2018,,,242
"Salt Lake","WJD043",2016,77,76,87
"Salt Lake","WJD043",2018,93,,105
"Salt Lake","WJD044",2016,,182,214
"Salt Lake","WJD044",2018,,,267
"Salt Lake","WJD045",2016,,185,195
"Salt Lake","WJD045",2018,,,284
"Salt Lake","WJD046",2016,161,144,168
"Salt Lake","WJD046",2018,201,,217
"Salt Lake","WJD047",2016,265,210,269
"Salt Lake","WJD047",2018,293,,345
"Salt Lake","WJD048",2016,218,176,217
"Salt Lake","WJD048",2018,242,,253
"Salt Lake","WJD049",2016,,264,321
"Salt Lake","WJD049",2018,,,364
"Salt Lake","WJD050",2016,,163,186
"Salt Lake","WJD050",2018,,,247
"Salt Lake","WJD051",2016,76,56,75
"Salt Lake","WJD051",2018,73,,74
"Salt Lake","WJD052",2016,231,169,259
"Salt Lake","WJD052",2018,236,,270
"Salt Lake","WJD053",2016,224,199,223
"Salt Lake","WJD053",2018,241,,260
"Salt Lake","WJD054",2016,268,245,284
"Salt Lake","WJD054",2018,315,,345
"Salt Lake","WJD055",2016,244,196,260
"Salt Lake","WJD055",2018,260,,310
"Salt Lake","WJD056",2016,126,99,104
"Salt Lake","WJD056",2018,132,,134
"Salt Lake","WJD057",2016,353,318,352
"Salt Lake","WJD057",2018,391,,416
"Salt Lake","WJD059",2016,194,155,219
"Salt Lake","WJD059",2018,245,,249
"Salt Lake","WJD060",2016,149,123,154
"Salt Lake","WJD060",2018,174,,193
"Salt Lake","WJD061",2016,15,14,15
"Salt Lake","WJD061",2018,6,,13
"Salt Lake","WJD063",2016,338,273,316
"Salt Lake","WJD063",2018,345,,373
"Salt Lake","WJD064",2016,311,271,312
"Salt Lake","WJD064",2018,342,,374
"Salt Lake","WJD065",2016,248,193,232
"Salt Lake","WJD065",2018,280,,288
"Salt Lake","WJD066",2016,271,230,293
"Salt Lake","WJD066",2018,304,,311
"Salt Lake","WJD067",2016,6,6,6
"Salt Lake","WJD067",2018,6,,5
"Salt Lake","WJD068",2016,398,330,415
"Salt Lake","WJD068",2018,215,,231
"Salt Lake","WJD069",2016,227,163,196
"Salt Lake","WJD069",2018,452,,463
"Salt Lake","WJD070",2016,92,80,98
"Salt Lake","WJD070",2018,120,,127
"Salt Lake","WJD071",2016,,123,135
"Salt Lake","WJD071",2018,,,170
"Salt Lake","WJD073",2016,50,53,62
"Salt Lake","WJD074",2016,149,138,143
"Salt Lake","WJD074",2018,169,,177
"Salt Lake","WJD075",2016,139,106,132
"Salt Lake","WJD075",2018,129,,141
"Salt Lake","WJD080",2016,,162,204
"Salt Lake","WJD080",2018,,,341
"Salt Lake","WVC005",2016,65,,85
"Salt Lake","WVC005",2018,66,105,107
"Salt Lake","WVC028",2016,338,334,336
"Salt Lake","WVC028",2018,332,,332
"Salt Lake","WVC029",2016,164,146,157
"Salt Lake","WVC029",2018,170,,170
"Salt Lake","WVC030",2016,196,213,196
"Salt Lake","WVC030",2018,158,,226
"Salt Lake","WVC031",2016,138,100,109
"Salt Lake","WVC031",2018,98,,108
"Salt Lake","WVC032",2016,222,,231
"Salt Lake","WVC032",2018,227,306,290
"Salt Lake","WVC033",2016,187,,231
"Salt Lake","WVC033",2018,156,286,240
"Salt Lake","WVC034",2016,281,,284
"Salt Lake","WVC034",2018,224,330,317
"Salt Lake","WVC035",2016,235,217,232
"Salt Lake","WVC035",2018,257,,250
"Salt Lake","WVC037",2016,300,345,335
"Salt Lake","WVC037",2018,272,,362
"Salt Lake","WVC038",2016,130,138,130
"Salt Lake","WVC038",2018,119,,152
"Salt Lake","WVC039",2016,319,,365
"Salt Lake","WVC039",2018,305,471,432
"Salt Lake","WVC040",2016,56,,58
"Salt Lake","WVC040",2018,46,69,60
"Salt Lake","WVC041",2016,114,124,115
"Salt Lake","WVC041",2018,121,,138
"Salt Lake","WVC042",2016,328,,268
"Salt Lake","WVC042",2018,265,285,303
"Salt Lake","WVC043",2016,84,,87
"Salt Lake","WVC043",2018,112,111,133
"Salt Lake","WVC044",2016,232,,268
"Salt Lake","WVC044",2018,235,280,321
"Salt Lake","WVC045",2016,348,,367
"Salt Lake","WVC045",2018,319,355,389
"Salt Lake","WVC046",2016,395,,418
"Salt Lake","WVC046",2018,346,388,435
"Salt Lake","WVC047",2016,189,,199
"Salt Lake","WVC047",2018,211,203,215
"Salt Lake","WVC049",2016,224,,244
"Salt Lake","WVC049",2018,226,259,297
"Salt Lake","WVC056",2016,80,,94
"Salt Lake","WVC056",2018,87,92,110
"Salt Lake","WVC057",2016,270,,286
"Salt Lake","WVC057",2018,242,369,334
"Salt Lake","WVC058",2016,234,,299
"Salt Lake","WVC058",2018,224,398,314
"Salt Lake","WVC059",2016,238,,260
"Salt Lake","WVC059",2018,228,358,299
"Salt Lake","WVC060",2016,262,,299
"Salt Lake","WVC060",2018,238,331,315
"Salt Lake","WVC061",2016,185,,242
"Salt Lake","WVC061",2018,163,366,280
"Salt Lake","WVC062",2016,180,,216
"Salt Lake","WVC062",2018,192,292,261
"Salt Lake","WVC063",2016,306,,377
"Salt Lake","WVC063",2018,293,450,391
"Salt Lake","WVC065",2016,147,,165
"Salt Lake","WVC065",2018,142,213,212
"Salt Lake","WVC066",2016,220,,230
"Salt Lake","WVC066",2018,194,268,267
"Salt Lake","WVC067",2016,188,,215
"Salt Lake","WVC067",2018,165,282,235
"Salt Lake","WVC068",2016,143,,189
"Salt Lake","WVC068",2018,157,260,227
"Salt Lake","WVC070",2016,155,,232
"Salt Lake","WVC070",2018,145,300,247
"Salt Lake","WVC071",2016,345,,380
"Salt Lake","WVC071",2018,385,458,396
"Salt Lake","WVC072",2016,,,405
"Salt Lake","WVC072",2018,427,483,448
"Salt Lake","WVC073",2016,20,20,17
"Salt Lake","WVC073",2018,13,,13
"Salt Lake","WVC076",2016,39,42,46
"Salt Lake","WVC076",2018,48,,50
"Salt Lake","WVC077",2016,206,200,209
"Salt Lake","WVC077",2018,182,,251
"Salt Lake","WVC079",2016,205,,214
"Salt Lake","WVC079",2018,168,241,251
"Salt Lake","WVC080",2016,6,,9
"Utah","AF13",2016,,,358
"Utah","AF13",2018,,,142
"Utah","AF13:UN",2018,,,6
"Utah","AF14",2016,7,,28
"Utah","AF14",2018,,,6
"Utah","AF14:UN",2018,,,4
"Utah","CF01",2016,,,41
"Utah","CF01",2018,,,36
"Utah","EM01",2016,,,178
"Utah","EM01",2018,179,,202
"Utah","EM02",2016,,,243
"Utah","EM02",2018,223,,286
"Utah","EM03",2016,,,257
"Utah","EM03",2018,208,,301
"Utah","EM04",2016,,,235
"Utah","EM04",2018,230,,292
"Utah","EM05",2016,,,247
"Utah","EM05",2018,214,,284
"Utah","EM06",2016,,,255
"Utah","EM06",2018,243,,306
"Utah","EM07",2016,,,103
"Utah","EM07",2018,104,,136
"Utah","EM08",2016,,,195
"Utah","EM08",2018,222,,310
"Utah","EM09",2016,,,19
"Utah","EM09",2018,,,12
"Utah","FF01",2016,,,23
"Utah","FF01",2018,,,24
"Utah","GE01",2016,,,89
"Utah","GE01",2018,,,77
"Utah","GO01",2016,,,35
"Utah","GO01",2018,,,34
"Utah","GO02",2016,24,,39
"Utah","GO02",2018,20,,38
"Utah","LE01",2016,179,,282
"Utah","LE01",2018,,,260
"Utah","LE01:UN",2016,3,,6
"Utah","LE01:UN",2018,,,10
"Utah","LE02",2016,125,,194
"Utah","LE02",2018,,,202
"Utah","LE04",2016,127,,175
"Utah","LE04",2018,,,223
"Utah","LE04:UN",2016,2,,2
"Utah","LE04:UN",2018,,,2
"Utah","LE05",2016,138,,204
"Utah","LE05",2018,,,215
"Utah","LE05:UN",2016,0,,1
"Utah","LE05:UN",2018,,,6
"Utah","LE08",2016,146,,213
"Utah","LE08",2018,,,250
"Utah","LE08:UN",2016,0,,3
"Utah","LE08:UN",2018,,,1
"Utah","LE11",2016,145,,240
"Utah","LE11",2018,,,266
"Utah","LE11:UN",2016,1,,1
"Utah","LE11:UN",2018,,,1
"Utah","LE13",2016,,,7
"Utah","LE13",2018,45,,62
"Utah","LE13:UN",2016,,,0
"Utah","LE13:UN",2018,0,,0
"Utah","LE14",2016,254,,282
"Utah","LE14",2018,,,274
"Utah","LE19",2016,141,,212
"Utah","LE19",2018,,,272
"Utah","LE19:UN",2016,2,,4
"Utah","LE19:UN",2018,,,16
"Utah","LE22",2016,233,,308
"Utah","LE22",2018,,,153
"Utah","LE22:UN",2016,0,,0
"Utah","LE22:UN",2018,,,0
"Utah","LE23",2016,247,,303
"Utah","LE23",2018,,,227
"Utah","LE23:UN",2016,6,,6
"Utah","LE23:UN",2018,,,5
"Utah","LE24",2018,,,270
"Utah","LE26",2018,,,210
"Utah","LE26:UN",2018,,,5
"Utah","PA06",2016,,49,58
"Utah","PA06",2018,,,61
"Utah","PA06:UN",2016,,48,73
"Utah","PA06:UN",2018,,,74
"Utah","SF07",2016,,36,63
"Utah","SF07",2018,12,,13
"Utah","SF07:UN",2018,29,,48
"Utah","SF07S",2016,,3,3
"Utah","SF07S",2018,3,,3
"Utah","SP17",2016,,51,55
"Utah","SP17",2018,60,,67
"Utah","SQ01",2016,,124,165
"Utah","SQ01",2018,,,182
"Utah","SQ01:UN",2018,,,19
"Utah","SQ02",2016,,,239
"Utah","SQ02",2018,,,292
"Utah","SQ02:UN",2018,,,2
"Utah","SR01",2016,,,144
"Utah","SR01",2018,130,,199
"Utah","SR02",2016,114,,133
"Utah","SR02",2018,,,232
"Utah","SR02:UN",2018,,,3
"Utah","SR03",2016,,,322
"Utah","SR03",2018,126,,176
"Utah","SR03:UN",2018,10,,8
"Utah","SR04",2016,122,,153
"Utah","SR04",2018,,,193
"Utah","SR05",2016,,,184
"Utah","SR05",2018,141,,205
"Utah","SR06",2016,,,202
"Utah","SR06",2018,175,,293
"Utah","SR07",2016,,,185
"Utah","SR07",2018,162,,213
"Utah","SR08",2016,,,318
"Utah","SR08",2018,138,,166
"Utah","SR08:UN",2018,0,,0
"Utah","SR09",2018,137,,203
"Utah","SR10",2018,194,,261
"Utah","UCCF1",2016,,,0
"Utah","UCCF1",2018,0,,0
"Utah","UCCF2",2016,,,0
"Utah","UCCF2",2018,,,0
"Utah","UCEL1",2016,,,15
"Utah","UCEL1",2018,,,20
"Utah","UCEL2",2016,4,,7
"Utah","UCEL2",2018,2,,11
"Utah","UCFF",2016,,,0
"Utah","UCFF",2018,,,1
"Utah","UCLS1",2016,,75,121
"Utah","UCLS1",2018,69,,104
"Utah","UCLS2",2016,,28,62
"Utah","UCLS2",2018,,,41
"Utah","UCUL1",2016,,0,0
"Utah","UCUL1",2018,,,0
"Utah","UCUL2",2016,,1,1
"Utah","UCUL2",2018,,,0
